Date,Open,High,Low,Close,Volume
2020-01-01,127.86101237983206,173.9401383613025,109.22262321736241,142.02395310258657,3282527
2020-01-02,117.91904390499101,199.89507366723353,133.72339150252515,153.35411491398804,3942888
2020-01-03,102.81936597218852,121.33443062382611,176.867363294258,102.28983485973941,3941825
2020-01-06,112.87301875275958,123.81318547568236,127.60600081572949,107.41882915268296,1100360
2020-01-07,198.74357621483898,113.51130723100303,170.8748273660526,144.48680086251824,4496816
2020-01-08,160.7222662502293,149.61150283004957,85.95900701615312,179.5349305218935,2025136
2020-01-09,191.32920120722645,209.77713775025575,167.8783327959153,163.02997655695134,4746738
2020-01-10,102.54039446340674,202.41865570737554,169.77069547474042,112.90516751909666,2600647
2020-01-13,149.65506443409512,184.06077131645128,138.08191059277792,120.07352227451491,4943145
2020-01-14,143.49128119334586,173.2719923008086,169.07325787689575,106.30637856425668,2285742
2020-01-15,173.67052745284263,192.94435183300277,82.11124060109924,134.50979051911807,4393945
2020-01-16,190.66431378776224,211.06593144291563,175.3912238660996,128.03062620449248,4433836
2020-01-17,111.44289117863858,130.74657981934655,159.47915964735205,166.95013641686444,2317368
2020-01-20,179.73880837195543,103.09581523319585,141.83815865167946,110.0217111850838,2502366
2020-01-21,135.77923101653423,186.98961914416475,129.43123673814276,139.53856685687015,4495929
2020-01-22,141.40845559304972,134.918826248084,133.22671495280736,133.34857151586414,2021443
2020-01-23,175.58983495244755,137.85693160429167,91.24756708767825,187.4248650397729,2340611
2020-01-24,152.80333116643976,165.75410959222037,169.37841821493134,109.9547141373093,2075260
2020-01-27,168.42169624874356,197.55354957946918,121.58537071546759,153.65503549700497,1848995
2020-01-28,197.10255003674266,130.01952385289627,142.2074845446861,116.44205484512463,4167391
2020-01-29,191.13213786363724,126.28912979383632,147.89648916499604,161.14171836746252,2216088
2020-01-30,152.14646437527142,212.29546613462625,152.15361976778084,179.7926757119663,2796392
2020-01-31,163.48480885731132,121.07313370897104,152.97493860084128,148.31339054454256,2457451
2020-02-03,156.9325115564972,111.16248805260962,199.32378541657494,193.63839664225512,3425473
2020-02-04,120.23165316973818,129.44421244561602,81.06771369024842,171.26613908621394,2788085
2020-02-05,119.11692600196109,103.77755851890004,160.07015185020447,156.529509125851,1228162
2020-02-06,141.96276786257923,219.1301509227119,196.46847424224157,149.2363793049432,2464712
2020-02-07,151.5817684152674,118.56667275698273,137.17425867132442,178.74592067637906,2508472
2020-02-10,109.81204665971836,206.56495416579185,152.08571226843264,111.58518823215915,2253517
2020-02-11,190.5811563854038,155.12471159249486,134.68534915316235,140.3812939829241,4156679
2020-02-12,131.17619832130202,209.0118712087593,171.87749804699683,175.07909602738243,3120454
2020-02-13,196.04459403135962,136.1818322050339,91.27257055587712,118.23577441878119,1064069
2020-02-14,190.31590998708708,145.17088850083175,111.1578215213948,169.37452750371884,1796601
2020-02-17,148.66003636127942,115.18942379509565,168.66993572498257,158.01716657257964,3735238
2020-02-18,103.9729331995895,170.83919554517314,197.85498665808117,126.05026860351671,1279490
2020-02-19,183.52545351512424,192.69980568665238,118.60153536965683,148.85485238976372,2725855
2020-02-20,162.6089011418421,210.4884139254972,132.195589837333,128.00497869504503,1203198
2020-02-21,133.83906384185622,134.121898115139,85.94115094156759,113.46955748445241,4700358
2020-02-24,170.71024048395688,125.3477437222634,162.50906503344913,123.804630723652,4070094
2020-02-25,105.75566300964232,135.7835161333203,185.50974685530446,190.15478696474395,3561951
2020-02-26,130.442774211004,202.69984610129205,105.85375709933352,130.97034698432017,4739149
2020-02-27,187.0910243394057,198.50264013667598,131.3904393305489,127.71784802239759,4130189
2020-02-28,147.77762996288004,213.91874701686103,83.46076145686243,176.1101940738663,2020213
2020-03-02,120.90072123802776,152.28467799269802,179.36011927700923,163.10253597623316,4038464
2020-03-03,165.63743762289633,169.92728300293265,197.00275626442232,192.9621352691936,3839740
2020-03-04,143.38997828806473,136.8056340728831,189.43552203080847,199.75920872745888,1622266
2020-03-05,132.138449213181,136.81630524843283,90.85061771688869,206.5730306435106,4963206
2020-03-06,111.28023718164367,183.04750108187005,86.14203599183371,110.48376352520819,4191138
2020-03-09,136.97316575857036,193.4328414932197,166.80520817846926,117.45227394218857,3478938
2020-03-10,158.14448271302857,173.13725722816417,157.96739772025114,180.11328995037843,1052124
2020-03-11,184.3229426687117,125.466117397591,153.4387779241098,161.04492681568775,3568322
2020-03-12,102.62777581172942,177.64257418339315,121.81618752304041,201.64575286286492,4621980
2020-03-13,155.8704330236639,191.15642834613632,149.60822458804597,100.09627960362268,2450289
2020-03-16,195.94414920794765,114.68017406956702,122.6027857798156,144.75691035597094,2249739
2020-03-17,186.98072115584415,114.82750284685322,142.13531724919693,163.92536686685438,3877483
2020-03-18,134.0094131028239,104.3431866651091,90.49141201364694,194.18779346078722,1709796
2020-03-19,110.33915610793257,153.4388266464553,157.0610166559,157.29985882074055,1658247
2020-03-20,149.9967139905335,205.2877496328502,130.28484080242407,191.42358926538913,2758278
2020-03-23,170.11776478357342,139.68287649493357,164.78341028606332,121.13070802066922,2096001
2020-03-24,176.38159870659211,152.11690237776486,185.40843318045125,180.9289192046132,3088949
2020-03-25,179.1409378835503,156.77399036493256,80.20035755631974,176.48957348338675,2505886
2020-03-26,192.01298634224693,131.90474619391577,174.4688038766742,199.03485715478155,4773367
2020-03-27,122.44206455080649,166.14708899074537,148.1222561009951,197.054350083682,3423169
2020-03-30,186.91296210797765,208.55084791151216,85.68212454905273,167.34499572014488,3545858
2020-03-31,126.32776588188177,127.56575575694438,91.32000871834532,166.96031372222973,3006452
2020-04-01,160.81927897985832,218.29285088793435,184.16581835269528,190.89461565998732,1797453
2020-04-02,125.481363491794,194.4586821363319,130.774231091623,112.63776987703301,3800278
2020-04-03,163.98213299834762,134.84412221272936,87.46699390213199,178.85871040108682,2103761
2020-04-06,155.03798708093845,113.02989270056646,137.70554811546532,182.9440679406346,3697900
2020-04-07,152.24875274047125,215.65963261337367,195.59726417097858,199.4816468816678,2611937
2020-04-08,106.9732053966638,174.01981697426606,196.46572581343096,173.58109495182902,3714013
2020-04-09,128.45369098905715,165.812881316374,170.9839645325877,173.90534504699525,2647411
2020-04-10,130.54360447811365,121.32637925322636,182.66796028477728,151.98878156618082,3060367
2020-04-13,157.55407420742966,101.04076918029365,109.90439238588552,117.318678761324,1038000
2020-04-14,118.74438468918436,129.02897870657526,105.19423851666255,198.9330747208212,3643289
2020-04-15,121.72860616493811,182.34195378548594,97.66603790656042,126.42144922662757,2219189
